firm_id,name,website,hq_city,hq_country,geo_segment,firm_type,stage_focus,leads_rounds,check_min_usd_k,check_max_usd_k,sweet_spot_usd_k,invests_in_us_cos,thesis_summary,conflict_flag,conflict_note,engagement_status,engagement_reason,source_url,verification_status,notes,access_mode,application_url,access_notes,decision_process,decision_makers,decision_timeline_days,decision_notes,target_partner_role,linkedin_query
f_nexus,Nexus Venture Partners,https://nexusvp.com,Menlo Park,USA,INDIA_US_CORRIDOR,Early-stage,"Seed,Series A",1,500,10000,3000,1,India and US dual-presence firm that regularly backs US-incorporated enterprise software companies.,0,,Engage,,https://nexusvp.com,UNVERIFIED,One of the clearest India-US corridor funds for US-incorporated B2B software.,Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Partner or GP leading AI, enterprise SaaS or vertical software",Nexus Venture Partners partner AI SaaS
f_peakxv,Peak XV Partners,https://www.peakxv.com,Bengaluru,India,INDIA_US_CORRIDOR,Multistage,"Seed,Series A,Series B",1,1000,20000,5000,1,Large India and Southeast Asia multistage platform that backs cross-border software companies.,0,,Engage,,https://www.peakxv.com,UNVERIFIED,Also runs the Surge programme - see the programmes tab. Confirm mandate for a US-incorporated entity.,Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Seed partner covering enterprise AI, AI applications or vertical software",Peak XV Partners partner AI SaaS
f_together,Together Fund,https://www.together.fund,Bengaluru,India,INDIA_US_CORRIDOR,Seed,"Pre-seed,Seed,Series A",1,250,5000,1500,1,Operator-led fund focused on India-origin B2B SaaS companies selling into the US market.,0,,Engage,,https://www.together.fund,UNVERIFIED,Explicitly cross-border thesis. Strong stage fit for a seed round.,Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Partner or GP leading AI, enterprise SaaS or vertical software",Together Fund partner AI SaaS
f_stellaris,Stellaris Venture Partners,https://stellarisvp.com,Bengaluru,India,INDIA_US_CORRIDOR,Early-stage,"Seed,Series A",1,500,8000,2500,1,Early-stage India firm with a growing enterprise AI and SaaS practice.,0,,Engage,,https://stellarisvp.com,UNVERIFIED,Confirm appetite for a US-incorporated company with a US-only customer base.,Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Partner or GP leading AI, enterprise SaaS or vertical software",Stellaris Venture Partners partner AI SaaS
f_prime,Prime Venture Partners,https://primevp.in,Bengaluru,India,INDIA_US_CORRIDOR,Seed,"Pre-seed,Seed",1,250,3000,1000,1,"Early-stage India firm that backs B2B software companies, including those selling primarily to US buyers.",0,,Engage,,https://primevp.in,UNVERIFIED,Cheque range is a planning estimate.,Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Partner or GP leading AI, enterprise SaaS or vertical software",Prime Venture Partners partner AI SaaS
f_avataar,Avataar Venture Partners,https://avataarvc.com,Bengaluru,India,INDIA_US_CORRIDOR,Growth,"Series B,Growth",1,5000,30000,15000,1,Growth-stage firm focused on go-to-market scaling for cross-border B2B software companies.,0,,Engage,,https://avataarvc.com,UNVERIFIED,"Growth stage - out of range for a seed round, kept as a future-round relationship to warm up early.",Direct outreach,,Start with the scoped LinkedIn search; confirm the investor owns the thesis before sending a deck.,"Unknown — ask for the exact gates, decision makers and timing in the first conversation.",,,Do not infer an investment-committee process from firm size. Record the sourced answer here.,"Partner or GP leading AI, enterprise SaaS or vertical software",Avataar Venture Partners partner AI SaaS
f_workbench,Work-Bench,https://www.work-bench.com,New York,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Enterprise-software seed specialist with published focus on AI and vertical workflows.,0,,Engage,,https://www.work-bench.com,NEEDS_REVIEW,High-priority seed AI target. Verify current fund and portfolio conflicts before outreach.,Direct outreach,,Use the firm's published contact path or a portfolio-founder introduction.,Seed-focused partnership; confirm who sponsors the deal and the sequence to partnership review.,,,Ask for exact gates and timing on the first call.,"Partner or GP leading AI, enterprise SaaS or vertical software",Work-Bench partner AI SaaS
f_base10,Base10 Partners,https://base10.vc,San Francisco,USA,US,Early-stage,"Seed,Series A,Series B",1,,,,1,Applied AI and automation for the real economy including vertical software and restaurant technology.,0,,Engage,,https://base10.vc,NEEDS_REVIEW,High-priority fit. Popmenu and adjacent workflow companies require a conflict screen.,Warm intro,,Prioritise a portfolio-founder or operator introduction.,Confirm partner sponsor and investment-committee cadence.,,,Document the exact process after first contact.,"Partner or GP leading AI, enterprise SaaS or vertical software",Base10 Partners partner AI SaaS
f_kindred,Kindred Ventures,https://kindredventures.com,San Francisco,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Earliest-stage investor in AI-native applications tools commerce and workflow automation.,0,,Engage,,https://kindredventures.com,NEEDS_REVIEW,High-priority AI seed target; verify marketing and commerce overlaps.,Warm intro,,Map founders in the firm's AI-native portfolio.,Confirm sponsor and follow-on decision gates.,,,Keep application status not applicable unless the firm publishes a formal route.,"Partner or GP leading AI, enterprise SaaS or vertical software",Kindred Ventures partner AI SaaS
f_bonfire,Bonfire Ventures,https://www.bonfirevc.com,Los Angeles,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Seed specialist that leads first institutional rounds in B2B software.,0,,Engage,,https://www.bonfirevc.com,NEEDS_REVIEW,Strong B2B GTM and CPG fit; verify Octave and Rwazi conflict boundaries.,Direct outreach,,Use the firm's public founder outreach route and seek a portfolio reference.,Confirm screening partner and partnership-meeting sequence.,,,Record decision timeline once sourced.,"Partner or GP leading AI, enterprise SaaS or vertical software",Bonfire Ventures partner AI SaaS
f_signalfire,SignalFire,https://www.signalfire.com,San Francisco,USA,US,Early-stage,"Pre-seed,Seed,Series A,Series B",1,,,,1,Data-driven investor in applied AI vertical software and go-to-market infrastructure.,0,,Engage,,https://www.signalfire.com,NEEDS_REVIEW,Strong fit but Tofu and restaurant AI holdings may be directly adjacent.,Warm intro,,Resolve conflicts before mapping an introduction.,Confirm partner ownership and internal data review before the first meeting.,,,Decision process is intentionally not guessed.,"Partner or GP leading AI, enterprise SaaS or vertical software",SignalFire partner AI SaaS
f_eniac,Eniac Ventures,https://www.eniac.vc,New York,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Seed firm focused on software and AI-native applications from the earliest stage.,0,,Engage,,https://www.eniac.vc,NEEDS_REVIEW,Strong AI and marketing-data adjacency; check current Evertune exposure.,Direct outreach,,Use the firm's official contact route or a founder introduction.,Confirm deal-team owner and partnership cadence.,,,Capture who can say yes and the expected number of meetings.,"Partner or GP leading AI, enterprise SaaS or vertical software",Eniac Ventures partner AI SaaS
f_zetta,Zetta Venture Partners,https://www.zettavp.com,San Francisco,USA,US,Seed,"Pre-seed,Seed,Series A",1,,,,1,Specialist investor in AI-first companies and data-driven software.,0,,Engage,,https://www.zettavp.com,NEEDS_REVIEW,High AI density and stage fit; verify application-layer appetite.,Warm intro,,Look for a technical-founder or portfolio introduction.,Confirm technical diligence and partnership gates.,,,Record expected decision timing after the first meeting.,"Partner or GP leading AI, enterprise SaaS or vertical software",Zetta Venture Partners partner AI SaaS
f_gradient,Gradient Ventures,https://www.gradient.com,San Francisco,USA,US,Seed,"Pre-seed,Seed,Series A",1,,,,1,AI-focused venture fund backing early technical teams and applied AI products.,0,,Engage,,https://www.gradient.com,NEEDS_REVIEW,Strong AI seed fit; verify current independence and decision structure.,Direct outreach,,Use the contact route published by the firm.,Confirm whether the investing team or broader Google stakeholders participate in the decision.,,,Do not assume strategic approvals are required.,"Partner or GP leading AI, enterprise SaaS or vertical software",Gradient Ventures partner AI SaaS
f_aifund,AI Fund,https://www.ai-fund.ai,Palo Alto,USA,US,Seed,"Pre-seed,Seed",1,,,,1,AI company-creation and seed platform founded around applied artificial intelligence.,0,,Engage,,https://www.ai-fund.ai,NEEDS_REVIEW,Strong AI relevance; validate whether the current opportunity fits venture investment or studio formation.,Application,https://www.ai-fund.ai/contact,Use the official contact path and label the route before submitting.,Studio and venture processes can differ; establish the applicable track first.,,,Confirm ownership economics and gates before proceeding.,"Partner or GP leading AI, enterprise SaaS or vertical software",AI Fund partner AI SaaS
f_spc,South Park Commons,https://www.southparkcommons.com,San Francisco,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Founder community and early-stage fund with a strong concentration of AI companies.,0,,Engage,,https://www.southparkcommons.com,NEEDS_REVIEW,High AI network value and very early-stage fit.,Application,https://www.southparkcommons.com/apply,Founder Fellowship is a formal access route; fund introductions may still be relationship-led.,Separate programme selection from a direct fundraise decision.,,,Track fellowship and investment decisions independently.,"Partner or GP leading AI, enterprise SaaS or vertical software",South Park Commons partner AI SaaS
f_pear,Pear VC,https://pear.vc,Menlo Park,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Pre-seed and seed investor with hands-on company building and an AI-focused portfolio.,0,,Engage,,https://pear.vc,NEEDS_REVIEW,Strong stage fit; PearX creates a formal application path.,Application,https://pear.vc/pearx-application/,Choose direct fund outreach or PearX based on company maturity.,Programme decisions and fund decisions may use different gates.,,,Capture the exact owner and deadline for the selected route.,"Partner or GP leading AI, enterprise SaaS or vertical software",Pear VC partner AI SaaS
f_afore,Afore Capital,https://www.afore.vc,San Francisco,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Pre-seed specialist investing before institutional traction across software and AI.,0,,Engage,,https://www.afore.vc,NEEDS_REVIEW,Strong first-institutional-check profile; verify current AI and vertical focus.,Direct outreach,,Use the firm's public pitch path or a founder introduction.,Confirm partner sponsor and time to decision.,,,Record any pre-seed ownership targets.,"Partner or GP leading AI, enterprise SaaS or vertical software",Afore Capital partner AI SaaS
f_unusual,Unusual Ventures,https://www.unusual.vc,Menlo Park,USA,US,Early-stage,"Seed,Series A",1,,,,1,Early-stage software investor with dedicated founder support for enterprise go-to-market.,0,,Engage,,https://www.unusual.vc,NEEDS_REVIEW,Strong B2B SaaS and GTM support fit.,Warm intro,,Map enterprise-software founders in the portfolio.,Confirm investment team owner and partner-meeting steps.,,,Ask how founder-services diligence affects timing.,"Partner or GP leading AI, enterprise SaaS or vertical software",Unusual Ventures partner AI SaaS
f_firstround,First Round Capital,https://www.firstround.com,San Francisco,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Seed investor backing software and technology companies at company formation.,0,,Engage,,https://www.firstround.com,NEEDS_REVIEW,Broad seed fit with strong company-building resources; verify sector owner.,Warm intro,,Prioritise a First Round founder or operator introduction.,Confirm sponsoring partner and partnership decision sequence.,,,Record the firm's current pacing and reserves strategy.,"Partner or GP leading AI, enterprise SaaS or vertical software",First Round Capital partner AI SaaS
f_amplify,Amplify Partners,https://www.amplifypartners.com,Menlo Park,USA,US,Early-stage,"Seed,Series A",1,,,,1,Technical early-stage investor in data infrastructure developer tools and machine learning.,0,,Engage,,https://www.amplifypartners.com,NEEDS_REVIEW,Best fit if defensibility is rooted in data or AI infrastructure.,Warm intro,,Use a technical-founder or infrastructure-operator introduction.,Expect technical diligence; confirm the investment sequence.,,,Prepare architecture and data-moat materials before outreach.,"Partner or GP leading AI, enterprise SaaS or vertical software",Amplify Partners partner AI SaaS
f_wing,Wing Venture Capital,https://www.wing.vc,Palo Alto,USA,US,Early-stage,"Seed,Series A",1,,,,1,Early-stage B2B technology investor across AI data and enterprise software.,0,,Engage,,https://www.wing.vc,NEEDS_REVIEW,Strong enterprise AI and data fit; verify application-layer ownership.,Direct outreach,,Use the firm's official founder contact path.,Confirm partner sponsor and partnership cadence.,,,Capture the number of references and technical sessions expected.,"Partner or GP leading AI, enterprise SaaS or vertical software",Wing Venture Capital partner AI SaaS
f_boldstart,boldstart ventures,https://boldstart.vc,New York,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Day-one enterprise software investor focused on developer and AI-native businesses.,0,,Engage,,https://boldstart.vc,NEEDS_REVIEW,Strong earliest-stage enterprise AI fit.,Warm intro,,Map enterprise founders and technical operators close to the firm.,Confirm partner ownership and company-formation expectations.,,,Prepare a crisp why-now and technical wedge.,"Partner or GP leading AI, enterprise SaaS or vertical software",boldstart ventures partner AI SaaS
f_susa,Susa Ventures,https://www.susaventures.com,San Francisco,USA,US,Early-stage,"Pre-seed,Seed,Series A",1,,,,1,Early-stage investor in data-rich software vertical SaaS and applied AI.,0,,Engage,,https://www.susaventures.com,NEEDS_REVIEW,Strong data-moat and vertical SaaS fit.,Warm intro,,Prioritise a portfolio-founder introduction.,Confirm deal partner and diligence path.,,,Document how proprietary data compounds before the first meeting.,"Partner or GP leading AI, enterprise SaaS or vertical software",Susa Ventures partner AI SaaS
f_initialized,Initialized Capital,https://initialized.com,San Francisco,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Early-stage technology investor with software AI and commerce exposure.,0,,Engage,,https://initialized.com,NEEDS_REVIEW,Broad early fit; verify the current partner who owns B2B AI.,Direct outreach,,Use the official founder route or a portfolio introduction.,Confirm screening ownership and partnership gates.,,,Do not rely on historic portfolio alone.,"Partner or GP leading AI, enterprise SaaS or vertical software",Initialized Capital partner AI SaaS
f_floodgate,Floodgate,https://www.floodgate.com,Menlo Park,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Pre-seed investor focused on category-defining technology companies.,0,,Engage,,https://www.floodgate.com,NEEDS_REVIEW,Strong category-creation fit if the wedge and market narrative are sharp.,Warm intro,,Seek a founder or operator introduction.,Confirm whether the opportunity matches the firm's ownership and category criteria.,,,Prepare a category thesis rather than a feature pitch.,"Partner or GP leading AI, enterprise SaaS or vertical software",Floodgate partner AI SaaS
f_true,True Ventures,https://trueventures.com,Palo Alto,USA,US,Early-stage,"Pre-seed,Seed,Series A",1,,,,1,Founder-focused early-stage investor across software infrastructure and AI.,0,,Engage,,https://trueventures.com,NEEDS_REVIEW,Broad AI software fit; identify the specific partner and current thesis.,Warm intro,,Map a portfolio-founder introduction.,Confirm partner sponsor and partnership cadence.,,,Verify the latest fund before using capacity in scoring.,"Partner or GP leading AI, enterprise SaaS or vertical software",True Ventures partner AI SaaS
f_uncork,Uncork Capital,https://www.uncorkcapital.com,Palo Alto,USA,US,Seed,"Pre-seed,Seed",1,,,,1,Seed investor in software infrastructure marketplaces and vertical applications.,0,,Engage,,https://www.uncorkcapital.com,NEEDS_REVIEW,Strong seed and vertical-software fit.,Direct outreach,,Use the firm's founder contact route.,Confirm partner ownership and decision timing.,,,Check relevant commerce and workflow portfolio companies.,"Partner or GP leading AI, enterprise SaaS or vertical software",Uncork Capital partner AI SaaS
f_crv,CRV,https://www.crv.com,Palo Alto,USA,US,Early-stage,"Seed,Series A",1,,,,1,Early-stage technology investor with deep enterprise software and AI experience.,0,,Engage,,https://www.crv.com,NEEDS_REVIEW,Strong enterprise software fit; verify seed pacing and partner ownership.,Warm intro,,Prioritise a portfolio-founder introduction.,Confirm deal sponsor and partnership gates.,,,Capture any reserve and ownership constraints.,"Partner or GP leading AI, enterprise SaaS or vertical software",CRV partner AI SaaS
f_redpoint,Redpoint Ventures,https://www.redpoint.com,San Francisco,USA,US,Early-stage,"Seed,Series A",1,,,,1,Early-stage and growth investor across AI infrastructure and software applications.,0,,Engage,,https://www.redpoint.com,NEEDS_REVIEW,Strong AI and enterprise fit with potential GTM adjacency.,Warm intro,,Use an operator or portfolio-founder path.,Confirm seed-team owner and investment-committee sequence.,,,Review current portfolio conflicts before sharing data.,"Partner or GP leading AI, enterprise SaaS or vertical software",Redpoint Ventures partner AI SaaS
f_mayfield,Mayfield,https://www.mayfield.com,Menlo Park,USA,US,Early-stage,"Seed,Series A",1,,,,1,Early-stage investor in AI enterprise software and human-centered technology.,0,,Engage,,https://www.mayfield.com,NEEDS_REVIEW,Strong AI application fit; verify vertical and stage alignment.,Direct outreach,,Use the firm's founder contact route or partner network.,Confirm sponsor and partnership-review timing.,,,Record decision gates after initial screening.,"Partner or GP leading AI, enterprise SaaS or vertical software",Mayfield partner AI SaaS
f_felicis,Felicis,https://www.felicis.com,Menlo Park,USA,US,Multistage,"Seed,Series A,Series B",1,,,,1,Generalist venture firm with a substantial AI infrastructure and software portfolio.,0,,Engage,,https://www.felicis.com,NEEDS_REVIEW,Strong AI credibility; verify seed ownership and adjacent portfolio.,Warm intro,,Map a relevant founder introduction.,Confirm the stage team and decision sequence.,,,Check whether a specialist investor already owns the category.,"Seed partner covering enterprise AI, AI applications or vertical software",Felicis partner AI SaaS
f_m12,M12,https://m12.vc,Redmond,USA,US,Corporate / strategic,"Seed,Series A,Series B",1,,,,1,Microsoft's venture fund investing in enterprise software infrastructure and AI.,0,,Engage,,https://m12.vc,NEEDS_REVIEW,Strong AI and enterprise adjacency; strategic diligence and information boundaries matter.,Warm intro,,Use Microsoft or portfolio-network access while defining confidentiality boundaries.,Confirm financial and strategic reviewers and whether Microsoft business units participate.,,,Agree information-sharing rules before deep diligence.,Investment partner covering enterprise AI and application software,M12 partner AI SaaS
f_gv,GV,https://www.gv.com,San Francisco,USA,US,Multistage,"Seed,Series A,Series B",1,,,,1,Alphabet-backed venture firm investing across enterprise technology data and AI.,0,,Engage,,https://www.gv.com,NEEDS_REVIEW,Strong AI depth; verify application fit and strategic-information boundaries.,Warm intro,,Map a relevant portfolio or technical-operator introduction.,Confirm independent fund process and any expert diligence.,,,Do not assume Alphabet operating-company approval.,"Seed partner covering enterprise AI, AI applications or vertical software",GV partner AI SaaS
f_a16z,Andreessen Horowitz,https://a16z.com,Menlo Park,USA,US,Multistage,"Pre-seed,Seed,Series A,Series B,Growth",1,,,,1,Multistage technology investor with dedicated enterprise AI and seed programmes.,0,,Engage,,https://a16z.com,NEEDS_REVIEW,Strong AI platform and GTM resources; check direct adjacencies across a large portfolio.,Application,https://a16z.com/speedrun/,Use Speedrun only if the programme and company stage fit; otherwise map a partner route.,Programme and main-fund decisions are separate processes.,,,Confirm the correct team before sending materials.,"Seed partner covering enterprise AI, AI applications or vertical software",Andreessen Horowitz partner AI SaaS
f_generalcatalyst,General Catalyst,https://www.generalcatalyst.com,Cambridge,USA,US,Multistage,"Seed,Series A,Series B,Growth",1,,,,1,Multistage investor across applied AI enterprise software and industry transformation.,0,,Engage,,https://www.generalcatalyst.com,NEEDS_REVIEW,Broad AI and vertical fit; large portfolio makes conflict mapping important.,Warm intro,,Use a sector-relevant founder or operating-partner path.,Confirm deal lead and global investment-committee process.,,,Record stage-specific ownership expectations.,"Seed partner covering enterprise AI, AI applications or vertical software",General Catalyst partner AI SaaS
f_lightspeed,Lightspeed Venture Partners,https://lsvp.com,Menlo Park,USA,US,Multistage,"Seed,Series A,Series B,Growth",1,,,,1,Global multistage investor with enterprise AI commerce and India-U.S. coverage.,0,,Engage,,https://lsvp.com,NEEDS_REVIEW,Strong AI and commerce fit; route to the correct geography and stage team.,Warm intro,,Map the U.S. seed team and relevant portfolio founders.,Confirm which fund and partnership owns the decision.,,,Avoid parallel outreach to multiple teams without coordination.,"Seed partner covering enterprise AI, AI applications or vertical software",Lightspeed Venture Partners partner AI SaaS
f_index,Index Ventures,https://www.indexventures.com,San Francisco,USA,US,Multistage,"Seed,Series A,Series B,Growth",1,,,,1,Global venture firm investing in enterprise AI software and developer platforms.,0,,Engage,,https://www.indexventures.com,NEEDS_REVIEW,Strong software and AI fit; verify the U.S. partner and stage route.,Warm intro,,Use a relevant founder introduction.,Confirm office and partner ownership plus partnership cadence.,,,Document the fund entity and check range after contact.,"Seed partner covering enterprise AI, AI applications or vertical software",Index Ventures partner AI SaaS
f_lerer,Lerer Hippeau,https://www.lererhippeau.com,New York,USA,US,Seed,"Pre-seed,Seed",1,,,,1,New York early-stage investor across software commerce and consumer technology.,0,,Engage,,https://www.lererhippeau.com,NEEDS_REVIEW,Useful commerce and early-stage adjacency; verify B2B AI appetite.,Direct outreach,,Use the firm's founder route or New York network.,Confirm the partner leading enterprise and AI deals.,,,Frame the restaurant and CPG wedge clearly.,"Partner or GP leading AI, enterprise SaaS or vertical software",Lerer Hippeau partner AI SaaS
f_primary,Primary Venture Partners,https://www.primary.vc,New York,USA,US,Seed,"Pre-seed,Seed,Series A",1,,,,1,New York early-stage investor with enterprise software and go-to-market operating support.,0,,Engage,,https://www.primary.vc,NEEDS_REVIEW,Strong B2B and GTM support fit; verify geographic requirements.,Direct outreach,,Use the firm's founder contact route and operating network.,Confirm partner sponsor and operating-team diligence steps.,,,Capture local-presence expectations if any.,"Partner or GP leading AI, enterprise SaaS or vertical software",Primary Venture Partners partner AI SaaS
f_boxgroup,BoxGroup,https://www.boxgroup.com,New York,USA,US,Seed,"Pre-seed,Seed",0,,,,1,Early investor in technology companies including AI software and marketplaces.,0,,Engage,,https://www.boxgroup.com,NEEDS_REVIEW,Good early signal and network fit; may be more suitable as a fast follower than lead.,Warm intro,,Map a founder or angel introduction.,Confirm whether they can lead or are best used to complete the round.,,,Keep allocation realistic relative to ownership appetite.,"Partner or GP leading AI, enterprise SaaS or vertical software",BoxGroup partner AI SaaS
